index,tweet_id,veracity,text,favorite_count,retweet_count,created_at
0,1255342883776970753,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/2BXDYTpL9F,0,0,2020-04-29 03:47:21+00:00
0,1255511335384817664,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/543xw9vga5,0,0,2020-04-29 14:56:43+00:00
0,1255719284732342275,true,8:00 AM Bulletin-Coronavirus Outbreak LIVE | India Updates as on 30 April 20 - https://t.co/fiD3JJXuYY https://t.co/t5k4vnIWs3,3,0,2020-04-30 04:43:02+00:00
0,1255602950199824384,true,Coronavirus China Italy | Coronavirus Outbreak China Italy Iran USA Japan France Live Today News Updates World Case… https://t.co/7nRSTYLEdI,0,0,2020-04-29 21:00:45+00:00
0,1255428835342012417,true,8:00 AM Bulletin-Coronavirus Outbreak LIVE | India Updates as on 29 April 20: https://t.co/Se86nyFUFL,0,0,2020-04-29 09:28:53+00:00
0,1255515209239855105,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/xaZB68npt9,0,0,2020-04-29 15:12:06+00:00
0,1255327278512439296,true,coronavirus outbreak live updates of 29th april 2020 and lockdown in various cities of india – देश में कहां कितने… https://t.co/D0qSsl3ok1,0,0,2020-04-29 02:45:20+00:00
0,1255710674203770880,true,"Firstpost: Coronavirus Outbreak LIVE Updates: 'Further lockdowns can be devastating for economy,' Raghuram Rajan te… https://t.co/2f9olhPLG4",0,0,2020-04-30 04:08:49+00:00
0,1255719171037581319,true,"Coronavirus Outbreak LIVE Updates: At least 65,000 cr needed to help the poor during ongoing crisis, Raghuram Rajan… https://t.co/kl0YC3bIEE",0,0,2020-04-30 04:42:35+00:00
0,1255255727033266176,true,"Coronavirus Outbreak LIVE Updates: With 42 new COVID-19 cases, Dharavi reports highest single-day https://t.co/dDnwrr83YE #livenewsindia",0,0,2020-04-28 22:01:01+00:00
0,1255254507925180416,true,Live Updates: How The Coronavirus Outbreak Is Spreading Across The World https://t.co/xhwKQJ0ppx,1,0,2020-04-28 21:56:10+00:00
0,1255345735362662401,true,Coronavirus China Italy | Coronavirus Outbreak China Italy Iran USA Japan France Live Today News Updates World Case… https://t.co/D2AxQXOsWD,0,0,2020-04-29 03:58:41+00:00
0,1255595035979943936,true,Coronavirus outbreak: Toronto officials provide update on city&amp;#8217;s COVID-19 response | LIVE https://t.co/ngyar9eOZs,0,0,2020-04-29 20:29:19+00:00
0,1255473156833398786,true,"Coronavirus Outbreak LIVE Updates: 77-yr-old tests positive in Odisha, state tally now at 119; https://t.co/TMAK3Au3Wh #livenewsindia",0,0,2020-04-29 12:25:00+00:00
0,1255328231022100481,true,"Coronavirus Outbreak LIVE Updates: Cases in India inch towards 30,000 as toll rises to 937; bank https://t.co/LeFRX5Lb38 #livenewsindia",0,0,2020-04-29 02:49:07+00:00
0,1255373723101782018,true,"We'll bring you live updates on the coronavirus outbreak as 17 new deaths are recorded in Leeds hospitals 

https://t.co/75qUzyuzWc",1,1,2020-04-29 05:49:53+00:00
0,1255708730794090497,true,Coronavirus Outbreak LIVE Updates: Rahul Gandhi to discuss impact of COVID-19 pandemic on economy https://t.co/NqUYdgAc15 #livenewsindia,0,0,2020-04-30 04:01:06+00:00
0,1255510249727025152,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/3KauLnm1mS,0,0,2020-04-29 14:52:24+00:00
0,1255709246056009737,true,"Corona Disease in World Live Updates : বিশ্বে করোনার কোপ LIVE: ১০ লক্ষ আক্রান্ত, তবুও আশায় বুক বাঁধছে আমেরিকা! – B… https://t.co/GmedQUlOmI",0,0,2020-04-30 04:03:08+00:00
0,1255243707927969801,true,Coronavirus Outbreak LIVE Updates: Asian Development Bank grants $1.5 billion loan to help Indian https://t.co/Dvx9KanL33 #livenewsindia,0,0,2020-04-28 21:13:15+00:00
0,1255350524150452227,true,Coronavirus China Italy | Coronavirus Outbreak China Italy Iran USA Japan France Live Tudo News Update Update World… https://t.co/7BdSazro0t,0,0,2020-04-29 04:17:42+00:00
0,1255620007943376897,true,Ranchi News In Hindi : Ranchi Coronavirus Outbreak Live | Jharkhand Ranchi Coronavirus Lockdown (Curfew) Latest Tod… https://t.co/0mwtZwODot,0,0,2020-04-29 22:08:32+00:00
0,1255506513776586758,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/Y9KpJf5vt7,0,0,2020-04-29 14:37:33+00:00
0,1255462818859692034,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/ve4QCmgmgB,1,0,2020-04-29 11:43:56+00:00
0,1255693082340790279,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/bwRShEQJQb,0,0,2020-04-30 02:58:55+00:00
0,1255386316717666304,true,Coronavirus Outbreak: Live Updates https://t.co/LpIjs8pzAH via @healthline,0,0,2020-04-29 06:39:56+00:00
0,1255710666138308616,true,Coronavirus | Mumbai Delhi Coronavirus News | Coronavirus Outbreak India Cases LIVE Updates; Maharashtra Pune Madhy… https://t.co/UdpfezVQ82,0,0,2020-04-30 04:08:47+00:00
0,1255346190125871108,true,Coronavirus Outbreak LIVE Updates: Medical team manhandled in Uttarakhand’s Makhanpur; confirmed cases in India cli… https://t.co/rGhfHc2kZw,0,0,2020-04-29 04:00:29+00:00
0,1255323227947175936,true,coronavirus outbreak live updates of 29th april 2020 and lockdown in various cities of india – उत्तराखंडः आज सुबह 6… https://t.co/YovJQJvjfv,0,0,2020-04-29 02:29:14+00:00
0,1255509636905566209,true,WATCH LIVE: Gov. Phil Murphy will speak to the public at 1 p.m. Here are the latest updates on the coronavirus outb… https://t.co/wjcMge4LAg,0,0,2020-04-29 14:49:58+00:00
0,1255287327074721793,true,The Acting Minister for Immigration Alan Tudge is live with an update on government's response to the coronavirus o… https://t.co/hAYWZ8VGn2,7,6,2020-04-29 00:06:35+00:00
0,1255388875641565184,true,"Coronavirus Outbreak LIVE Updates: With 42 new COVID-19 cases, Dharavi reports highest single-day jump; total numbe… https://t.co/1aGyGCu0Mm",0,0,2020-04-29 06:50:06+00:00
0,1255193115482349569,true,Coronavirus Outbreak LIVE Updates: Delhi reports no new COVID-19 death for third consecutive day; confirmed cases r… https://t.co/pXyGz2sxE7,0,0,2020-04-28 17:52:13+00:00
