index,tweet_id,veracity,text,favorite_count,retweet_count,created_at
55,1249416078410895361,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/3IWjAcAWFf",0,0,2020-04-12 19:16:20+00:00
55,1250109734578827264,false,"I have been warning for weeks, this virus is airborne, spayed to spread.. Now Confirmed. We will see a dramatic dro… https://t.co/cQvJ6rmfUO",1,1,2020-04-14 17:12:41+00:00
124,1248474482726952961,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/So3kGMgxRL",0,0,2020-04-10 04:54:46+00:00
55,1249018981186293760,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/P8Sx4Y94Et",0,0,2020-04-11 16:58:25+00:00
55,1249369470507892736,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/AaTp5jWZJz",0,0,2020-04-12 16:11:08+00:00
531,1237903474475622400,false,People of color may be Immune to the Coronavirus because of Melanin – blackmentravels https://t.co/mlrcYNAeV9,0,0,2020-03-12 00:49:22+00:00
124,1247951177896955904,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/DVwBrvPpeK",0,0,2020-04-08 18:15:21+00:00
124,1249489006124990471,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/AhNvAirO3c",0,0,2020-04-13 00:06:08+00:00
55,1250029387325603840,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/hTxFhAc7l7",0,0,2020-04-14 11:53:25+00:00
55,1251308087467802624,false,"@MzMugzzi Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended

Posted o… https://t.co/IKdlm7rgS0",0,0,2020-04-18 00:34:30+00:00
55,1249392791219851264,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/88s8fXDlh9",0,0,2020-04-12 17:43:48+00:00
55,1250006323028267008,false,"Ja heller hur..    DET bara blev en ops då 😳

Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Ch… https://t.co/s6Wg0mw4XR",1,0,2020-04-14 10:21:46+00:00
55,1249477334543093766,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended. https://t.co/LSaerQwef4",35,35,2020-04-12 23:19:45+00:00
55,1249234690554331136,false,"#COVID19 &amp; Chemtrail Fluids

@Pentagon Confirms #coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying i… https://t.co/mJiabLXMmp",2,5,2020-04-12 07:15:34+00:00
55,1249812929245044736,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/7ytxZtrCtT",0,0,2020-04-13 21:33:17+00:00
55,1250021999025565696,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/7CBucvpSQ1",0,0,2020-04-14 11:24:03+00:00
55,1249172530272899075,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended
Posted onApril 11,… https://t.co/F9AaxWd0nZ",0,0,2020-04-12 03:08:34+00:00
55,1249178858374533120,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended. https://t.co/plsLSzGGvi",1,1,2020-04-12 03:33:43+00:00
124,1248274578683682822,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/suNc7LEzeb",1,1,2020-04-09 15:40:26+00:00
55,1249740658744557569,false,"Wait what!  I thought chemtrails weren’t real! 😒

Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Suppl… https://t.co/I8b76TFOE0",0,0,2020-04-13 16:46:06+00:00
55,1249155244489129984,false,"Top story: Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviati… https://t.co/HETE1S32SZ",0,0,2020-04-12 01:59:53+00:00
55,1250005501347352576,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended

https://t.co/cnmXPaewBw",0,0,2020-04-14 10:18:30+00:00
55,1249720763785109504,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/enqBI0rMNP",1,1,2020-04-13 15:27:03+00:00
55,1249418675251113985,false,"Pentagon Confirms Coronavirus Accidently Got Into Chemtrail Supply Chain, Spraying is Suspended – Aviation News Tha… https://t.co/3kaIFj0RES",0,0,2020-04-12 19:26:39+00:00
466,1238661279289491456,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19
by Andrew W. Saul
https://t.co/9WMKRTLchw",0,0,2020-03-14 03:00:36+00:00
466,1243638008865124353,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/pR4a1JX0HE,0,0,2020-03-27 20:36:21+00:00
245,1244491711302205442,false,"Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours
https://t.co/KXfm6D50AC

Thumbs up to the scient… https://t.co/VAljPtNxF2",0,0,2020-03-30 05:08:40+00:00
466,1238302655384092672,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/tMn5rCVLeH,0,0,2020-03-13 03:15:34+00:00
466,1241950553304756224,false,@realDonaldTrump 🔆Expert consensus on comprehensive treatment of coronavirus disease in Shanghai 2019… https://t.co/LRVDK52VsL,0,0,2020-03-23 04:51:00+00:00
466,1241599781845286912,false,"@HLGatell @MayaSaloma Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/OOkxMIBuge… https://t.co/fThgkYwliG",0,0,2020-03-22 05:37:10+00:00
466,1246361287887654912,false,"@JethroRostedt Eat your vitamins and stay healthy as they did in #Wuhan
#CoronaVirusHOAX #film #Filmyourhospital… https://t.co/YgTCFP5y4M",0,0,2020-04-04 08:57:41+00:00
466,1239280486280597505,false,@ASlavitt What you should be doing is getting in on the Vitamin C study that China and North Korea are doing - and… https://t.co/o7CNRjMzZ5,21,8,2020-03-15 20:01:07+00:00
466,1244305502814769157,false,THIS CONSERVATIVE GOVERNMENT DONT CARE AT ALL WHETHER WE LIVE OR DIE DUE TO CORONAVIRUS SO WE NEED TO INFORM EACH O… https://t.co/avuxoOqjuk,0,0,2020-03-29 16:48:44+00:00
466,1244311922536783873,false,THIS GOVERNMENT DONT GIVE 2 FUCKS IF WE LIVE OR DIE DURING THIS PANDEMIC SO WE NEED TO INFORM EACH OTHER SO PLEASE… https://t.co/UGjUmadXXm,0,0,2020-03-29 17:14:15+00:00
466,1240261749770784769,false,@mmaher70 @NemesisNibiru @skwawkbox Also&gt;Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2dCvksdRni?,0,0,2020-03-18 13:00:18+00:00
466,1249336674120880128,false,March 2020 - Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/aBI3ugwXr9,3,3,2020-04-12 14:00:49+00:00
466,1238881692334600192,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19

- intravenous vitamin C for treatment 
- oral vit… https://t.co/UEDkBcquq2",0,0,2020-03-14 17:36:27+00:00
466,1239610454936301575,false,"""Shanghai Government Officially Recommends Vitamin C for COVID-19""

#covid19

https://t.co/9aGE4wzeRm",0,0,2020-03-16 17:52:17+00:00
245,1242555845302464514,false,Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours https://t.co/CulqCWY5n8 https://t.co/0k0ECoYkTB,0,0,2020-03-24 20:56:13+00:00
245,1244313444226138117,false,"Trump Announce Name Of Vaccine To Cure Corona Virus In Three Hours
https://t.co/WTr9tR9I95

How true is this @realDonaldTrump",0,0,2020-03-29 17:20:17+00:00
466,1240619483573694465,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/JZQHZBWTP1 #coronavirus #Trump… https://t.co/tVOkZF3NfR,0,1,2020-03-19 12:41:49+00:00
466,1244394425490563073,false,"@NJSenatePres @BioNJ_Org Shanghai Government Officially Recommends Vitamin C for COVID-19 - by Andrew W. Saul 🤔

(1… https://t.co/top2I0Ii78",7,4,2020-03-29 22:42:05+00:00
466,1238291863083286529,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19 by Andrew W. Saul, Editor-in-C https://t.co/28h0kOWgov",0,0,2020-03-13 02:32:41+00:00
466,1246109039727120385,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/vjb7MTGAoB,1,1,2020-04-03 16:15:21+00:00
466,1238915766487068673,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 #COVIDー19  https://t.co/gCiI3a6mVi.,1,0,2020-03-14 19:51:51+00:00
124,1247885363890143232,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/AIpr6Us0rV",0,0,2020-04-08 13:53:49+00:00
466,1238303129273339904,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/Pe5U3uWush",0,0,2020-03-13 03:17:27+00:00
466,1239059710390800384,false,@BrianBrackeen FYI Shanghai Government Officially Recommends Vitamin C for COVID-19.  I wish their was a way to bre… https://t.co/XXqXABVpBE,0,0,2020-03-15 05:23:50+00:00
466,1239056549894594561,false,@drvyom Shanghai Government Officially Recommends Vitamin C for COVID-19,1,1,2020-03-15 05:11:16+00:00
466,1239463586377818113,false,"@kurawa Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/2751fnqtOS https://t.co/JYd4bXXiy4",6,3,2020-03-16 08:08:41+00:00
466,1246435197421334528,false,@MarkMyWordsJCPM @DianaEverington They should dipsense with lengthy clinical trials here and use what has worked el… https://t.co/3Z7jh3uFDf,0,0,2020-04-04 13:51:23+00:00
466,1247511461426909190,false,"@BorisJohnson Real or Lies？

※4 Shanghai Government Officially Recommends Vitamin C for COVID-19 ,
by Andrew W. Sau… https://t.co/G4fTbXauX6",3,2,2020-04-07 13:08:04+00:00
466,1248324020874784768,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 – Health And Love Page https://t.co/s9VtO40I66,1,0,2020-04-09 18:56:53+00:00
466,1255248309767278592,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/BQzi5uVKty,0,0,2020-04-28 21:31:33+00:00
466,1253794268487061517,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/CZ9DgYW1af,0,0,2020-04-24 21:13:42+00:00
466,1255512928184406018,false,"Shanghai Government Officially Recommends Vitamin C for #Covid_19 

""... COVID-19 should be treated with high amoun… https://t.co/IIKcLI6f0Y",1,2,2020-04-29 15:03:03+00:00
124,1247908666839191552,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/vngj1JNDNH… https://t.co/tD8DRJvTyA",0,1,2020-04-08 15:26:25+00:00
466,1239975067037175814,false,For anyone who says vitamin C is a waste of time: Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/t3M4fLFFuT,4,0,2020-03-17 18:01:08+00:00
466,1240475165516939264,false,Here's an article on the actual amounts of vitamin C ... Shanghai Government Officially Recommends Vitamin C for CO… https://t.co/RnsmuWwdT7,1,0,2020-03-19 03:08:21+00:00
466,1241132868648218626,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 🌳♻️🌳 https://t.co/UpL7KPu4tp,1,0,2020-03-20 22:41:49+00:00
466,1254162818615525376,false,"@emcrit @PulmCrit Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/FlQdjMqLBe",1,0,2020-04-25 21:38:11+00:00
466,1241656276112867329,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/jKkI1gAmCl,0,0,2020-03-22 09:21:39+00:00
466,1241632024730849280,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/Gwvl6xuWV8,0,0,2020-03-22 07:45:17+00:00
466,1251552537100128257,false,@seriousnoooo @crabb_vicki @djrazorgirl @BeckyJohnson222 @KStateTurk @ChrisJohnsonMD @mcfunny @SMcwoof… https://t.co/MjJ73aq0nh,0,0,2020-04-18 16:45:52+00:00
466,1240414007661596679,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19
#Corona
https://t.co/HwU7hkxCsL",2,0,2020-03-18 23:05:19+00:00
466,1240294171501608961,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/Sr8JVDo87d,0,0,2020-03-18 15:09:08+00:00
466,1246915315252027393,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/YDMrcVILLt,0,0,2020-04-05 21:39:12+00:00
466,1244321753725169664,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 by Andrew W. Saul https://t.co/EMO7jF8pXI https://t.co/Aw0xZ0jrwU,1,2,2020-03-29 17:53:19+00:00
466,1241075751132246018,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 - Murray Avenue Apothecary - Blog https://t.co/kXWl4uyDio,0,0,2020-03-20 18:54:51+00:00
466,1242470846356238337,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav... https://t.co/f2hxdvpHXl via @YouTube… https://t.co/wBRBgV4gRn,0,0,2020-03-24 15:18:28+00:00
466,1240294555892592640,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/KIChCcmHim,1,0,2020-03-18 15:10:40+00:00
466,1240907847908687872,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19  #coronavirus
 https://t.co/pn3QFBQ4vy",0,0,2020-03-20 07:47:40+00:00
466,1238204845292732430,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/mTCrxSfuZN,0,0,2020-03-12 20:46:54+00:00
466,1240043403389341696,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/FMQ5Ym9ylV,0,0,2020-03-17 22:32:40+00:00
466,1241589754128302082,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/eaOaBWY3Be,0,0,2020-03-22 04:57:19+00:00
466,1240829680678326272,false,"#CoronaVirus #corona
Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/6Kk96T34QI",0,0,2020-03-20 02:37:04+00:00
466,1238810261315780609,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/hTZkeVAKDd,0,0,2020-03-14 12:52:36+00:00
466,1239050456178937856,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19 

...https://t.co/7MXDMhPjSP",0,0,2020-03-15 04:47:03+00:00
466,1238315203705462784,false,"@GabiMccauley Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/oPjNVeDXW5",6,6,2020-03-13 04:05:26+00:00
466,1238713278538215425,false,Shanghai Government Officially Recommends Vitamin C for COVID-19  via Vital Health https://t.co/nllLLIgKod,0,0,2020-03-14 06:27:14+00:00
466,1244599976401031171,false,"@JuhaSarkio Shanghai Government Officially Recommends Vitamin C for COVID-19
Orthomolecular Medicine News Service,… https://t.co/ojxyXwF06K",0,0,2020-03-30 12:18:52+00:00
466,1247501664556179456,false,"@kbc_duomo @gendai_biz 『Shanghai Government Officially Recommends Vitamin C for COVID-19 ,
by Andrew W. Saul, Edito… https://t.co/e7vlciZ6MO",1,1,2020-04-07 12:29:08+00:00
466,1241981415786516481,false,"@realDonaldTrump FOR IMMEDIATE RELEASE
Orthomolecular Medicine News Service, Feb 21, 2020

Three Intravenous Vitami… https://t.co/rjuY02pXw9",0,0,2020-03-23 06:53:39+00:00
466,1243042255256145922,false,@crabb_vicki @djrazorgirl @BeckyJohnson222 @KStateTurk @ChrisJohnsonMD @mcfunny @SMcwoof @wakeup89427666 @RisetteMD… https://t.co/yjDyKcSiFy,0,0,2020-03-26 05:09:02+00:00
466,1239429210323726336,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/MdvUpWN9qJ,0,0,2020-03-16 05:52:05+00:00
466,1239106689279770625,false,"@CNN *cough cough* 😷
Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/UVytVuQQm1",0,0,2020-03-15 08:30:30+00:00
124,1247869290117824512,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/EeNVcY0ZnL",0,0,2020-04-08 12:49:57+00:00
466,1244710267285618688,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/BnZqtrO68Y,1,0,2020-03-30 19:37:07+00:00
466,1238847279299092482,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19

https://t.co/3SPn73IgCI",0,0,2020-03-14 15:19:42+00:00
466,1243596491815636992,false,"@HoracioFranco Question and Answer session about Vitamin C and Covid-19
https://t.co/swEtZFVVOh

Shanghai Governmen… https://t.co/TDw3oFV0dd",0,0,2020-03-27 17:51:23+00:00
124,1247886013105504259,false,"Why Big Pharma, Fauci, and Bill Gates Want to Ban Hydroxychloroquine - Dr. Carole H Haynes https://t.co/Z6a0Hq4bdA",0,0,2020-04-08 13:56:24+00:00
466,1253825833619292164,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/sr2WzIdk3y
#CoronaPandemie #usa #coronavirus #covid19ESP",0,0,2020-04-24 23:19:08+00:00
466,1238503531943878656,false,"@WesSmith123 It's already being done:  Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/oPjNVeDXW5",1,0,2020-03-13 16:33:46+00:00
466,1241815550164008960,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19 

...https://t.co/7MXDMhPjSP",1,0,2020-03-22 19:54:33+00:00
466,1238177226719461376,false,Earlier #HFAorg Tweeted the potential benefit of #VitaminC wrt #COVID-19. Now the Shanghai Government Officially Re… https://t.co/hFr4ihCZ0x,0,0,2020-03-12 18:57:09+00:00
466,1239382049217073152,false,Shanghai Government Officially Recommends Vitamin C for COVID-19...https://t.co/LdxOwGlHo1,45,29,2020-03-16 02:44:41+00:00
466,1244614158726897668,false,@samharveyrural Perhaps now government will take up the recommendation @Conservatives&gt;Shanghai Government Officiall… https://t.co/LY5KhxLzc2,3,1,2020-03-30 13:15:13+00:00
466,1239020249971920899,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/CP8Tvf0C1N,1,1,2020-03-15 02:47:02+00:00
466,1247194066875551745,false,@Tactical_blonde @skwawkbox @Johnrashton and one of their success stories is this&gt;&gt;Shanghai Government Officially R… https://t.co/ScxBJo5OX5,0,0,2020-04-06 16:06:51+00:00
466,1238685579203596288,false,"Link artikel terkait VitC pd treatmen Corona bisa cek 👇

Shanghai Government Officially Recommends Vitamin C for CO… https://t.co/gg8NNBVQR3",0,1,2020-03-14 04:37:10+00:00
466,1243763454793535488,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/br1LKPtI6j,0,0,2020-03-28 04:54:50+00:00
466,1244195042320945152,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 #VitaminC  https://t.co/X294hua1sj,0,0,2020-03-29 09:29:48+00:00
466,1237124388597555201,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/OB7kyBqAnB,0,0,2020-03-09 21:13:33+00:00
466,1237057071696281600,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/29SELOg6YC,0,0,2020-03-09 16:46:03+00:00
466,1237346048307273729,false,This is a measure that needs to be adopted around the world but will be opposed by the drug companies and by the la… https://t.co/HngTghnOZH,2,1,2020-03-10 11:54:21+00:00
466,1237121805988646914,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/juc4CrlHBL,0,0,2020-03-09 21:03:17+00:00
466,1237573150168121345,false,Shanghai Government Officially Recommends Vitamin C for COVID-19,1,0,2020-03-11 02:56:46+00:00
466,1237208993811984391,false,"""high amounts of intravenous vitamin C
50 to 200 milligrams per kilogram body weight per day
200 mg/kg/day""
Shangha… https://t.co/WMpsg5GjQz",0,0,2020-03-10 02:49:45+00:00
466,1237090861676191744,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/cacTiVsOGT,0,0,2020-03-09 19:00:20+00:00
466,1237209412072169477,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/fRkmJUGZR1,0,0,2020-03-10 02:51:24+00:00
466,1237066838879723526,false,@ToryFibs @musselle_nick Whereas Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2dCvksdRni,1,1,2020-03-09 17:24:52+00:00
466,1237293134754668544,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/pIz2Xfj52e,0,0,2020-03-10 08:24:05+00:00
466,1237175980705251334,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/r8lJuuVF59,0,0,2020-03-10 00:38:34+00:00
466,1237916775188058113,false,IV vitamin C infusions.   Shanghai Government Officially Recommends Vitamin C for COVID-19.  https://t.co/wgjQ4whRq2,0,0,2020-03-12 01:42:13+00:00
466,1237991034933710849,false,"@tomhanks FOR IMMEDIATE RELEASE from Shanghai Government:
Orthomolecular Medicine News Service, Mar 3, 2020
Shangha… https://t.co/LWsN4ILTQQ",2,1,2020-03-12 06:37:18+00:00
466,1237187214544699392,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/5NB5on50c0,0,0,2020-03-10 01:23:12+00:00
466,1237331747685249024,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/3eYSWJDSV8,0,0,2020-03-10 10:57:31+00:00
466,1237404192882544641,false,"#deadlinewh #inners
Shanghai Government Officially Recommends Vitamin C for COVID-19 - https://t.co/oJKQfFyKRE via @shareaholic",0,0,2020-03-10 15:45:24+00:00
466,1237128879564865536,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/cEHy6c3yb8,0,0,2020-03-09 21:31:24+00:00
466,1237315058306355201,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/2rzB3Ie8AJ,0,0,2020-03-10 09:51:12+00:00
466,1237098143591907329,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/ZeF1wN1efz? https://t.co/loPQ1T6kpa,0,0,2020-03-09 19:29:16+00:00
466,1237067488094896128,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/iYwbrhUOt4,0,0,2020-03-09 17:27:27+00:00
466,1237992340247187457,false,"@tomhanks FOR IMMEDIATE RELEASE
Orthomolecular Medicine News Service, Mar 3, 2020
Shanghai Government Officially Re… https://t.co/u1GwFhTSzW",1,0,2020-03-12 06:42:29+00:00
466,1238055715651989504,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 ⁦@clif_high⁩ #chaga  https://t.co/z4Kh53wpX6,0,0,2020-03-12 10:54:19+00:00
466,1237801778290331649,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 #coronavirus  https://t.co/l9BxtsyieD,0,0,2020-03-11 18:05:15+00:00
466,1237071059167227904,false,Shanghai Government Officially Recommends Vitamin C for COVID-19 https://t.co/6JGwlMUgLF,0,0,2020-03-09 17:41:38+00:00
466,1237373193892950017,false,"Shanghai Government Officially Recommends Vitamin C for COVID-19 Coronav https://t.co/55tiKwl7L0 via @YouTube

THIS… https://t.co/y4USRGg8Ge",0,0,2020-03-10 13:42:13+00:00
466,1238128308379844608,false,"@aotxotorena Shanghai Government Officially Recommends Vitamin C for COVID-19
https://t.co/5IqrlcebHo",0,0,2020-03-12 15:42:46+00:00
